avg_mom_change,mom_change,month,num_months,source,stddev_mom_change,total_fees
-0.2000364847598977,-0.8092532028986682,2025-04-01,13,vrf,0.3264807933089926,601.972775963584
-0.22488871694468884,-0.9943000816458846,2025-04-01,13,ocr,0.4220851758247612,952.8205267002907
-0.20680156483493575,-1.0,2025-04-01,13,fm,0.4125979096898826,0.0
0.013879891084353104,-0.8414046432787797,2025-04-01,13,ccip,0.6556649299544993,9110.896587139845
-0.07127784895166152,-0.7702141873588317,2025-04-01,13,automation,0.5023992475438807,4544.474303861094
-0.20680156483493575,0.25617427856147834,2025-03-01,13,fm,0.4125979096898826,85926.79060537752
-0.07127784895166152,-0.40154507345219503,2025-03-01,13,automation,0.5023992475438807,19777.001250106376
0.013879891084353104,-0.10484491188809601,2025-03-01,13,ccip,0.6556649299544993,57447.43588650599
-0.22488871694468884,0.06037275997156431,2025-03-01,13,ocr,0.4220851758247612,167163.89034104935
-0.2000364847598977,-0.2646928137823519,2025-03-01,13,vrf,0.3264807933089926,3155.8735722508286
-0.2000364847598977,-0.5257865379916601,2025-02-01,13,vrf,0.3264807933089926,4291.9117770143785
-0.22488871694468884,0.15062301461652075,2025-02-01,13,ocr,0.4220851758247612,157646.3453715391
-0.20680156483493575,0.36523795139918963,2025-02-01,13,fm,0.4125979096898826,68403.5583850495
0.013879891084353104,-0.6311534608760458,2025-02-01,13,ccip,0.6556649299544993,64175.958612575574
-0.07127784895166152,-0.6812925661107363,2025-02-01,13,automation,0.5023992475438807,33046.76822395007
-0.20680156483493575,-0.22714539357474386,2025-01-01,13,fm,0.4125979096898826,50103.76272864729
-0.07127784895166152,-0.20517980093007138,2025-01-01,13,automation,0.5023992475438807,103689.98244148995
0.013879891084353104,-0.12167336452786731,2025-01-01,13,ccip,0.6556649299544993,173990.94692605664
-0.2000364847598977,-0.38452669131636413,2025-01-01,13,vrf,0.3264807933089926,9050.590337182155
-0.22488871694468884,0.19092787393849786,2025-01-01,13,ocr,0.4220851758247612,137009.5534062296
-0.2000364847598977,0.328464958697289,2024-12-01,13,vrf,0.3264807933089926,14705.08990315016
-0.22488871694468884,-0.048202753590645075,2024-12-01,13,ocr,0.4220851758247612,115044.37540212033
-0.20680156483493575,0.02453570299971063,2024-12-01,13,fm,0.4125979096898826,64829.48061912457
0.013879891084353104,0.45398756083029956,2024-12-01,13,ccip,0.6556649299544993,198093.67028079496
-0.07127784895166152,-0.040973668251601744,2024-12-01,13,automation,0.5023992475438807,130457.15567221922
-0.2000364847598977,-0.0543140174296398,2024-11-01,13,vrf,0.3264807933089926,11069.234312036482
-0.22488871694468884,-0.19056639417496707,2024-11-01,13,ocr,0.4220851758247612,120870.67475360328
-0.20680156483493575,-0.04099285262842484,2024-11-01,13,fm,0.4125979096898826,63276.936498466646
0.013879891084353104,1.5885530260665317,2024-11-01,13,ccip,0.6556649299544993,136241.65406729723
-0.07127784895166152,0.1440542305329339,2024-11-01,13,automation,0.5023992475438807,136030.8381047089
-0.22488871694468884,-0.6495386537310466,2024-10-01,13,ocr,0.4220851758247612,149327.47279550272
-0.2000364847598977,0.16000267692917433,2024-10-01,13,vrf,0.3264807933089926,11704.97873083671
-0.20680156483493575,-0.8996570484825048,2024-10-01,13,fm,0.4125979096898826,65981.71522693509
-0.07127784895166152,0.34567451568840296,2024-10-01,13,automation,0.5023992475438807,118902.43877804793
